valid_species_id,family,operational_genus,species,species_authority,operational_feeding,operational_fixation,operational_mobility,operational_substrate,bathymetry_min,operational_bathymetry_min,size,range_SST_Huang
111838,Cardiidae,Frigidocardium,eos,(Kuroda 1929),suspension,unattached,mobile,infaunal,30,30,29.3938769133981,29.718333401
102030,Cardiidae,Frigidocardium,exasperatum,"(Sowerby II, 1839)",suspension,unattached,mobile,infaunal,40,40,28.8889252136524,21.425833064
100753,Cardiidae,Frigidocardium,helios,ter Poorten & Poutiers 2009,suspension,unattached,mobile,infaunal,40,40,10.8489630840924,18.24122648
104070,Cardiidae,Frigidocardium,iris,Huber & ter Poorten 2007,suspension,unattached,mobile,infaunal,40,40,27.9983928110168,9.95499994
102032,Cardiidae,Frigidocardium,kiranum,Sakurai & Habe 1966,suspension,unattached,mobile,infaunal,28,28,20,23.38757563
100751,Cardiidae,Frigidocardium,sancticaroli,ter Poorten & Poutiers in ter Poorten 2009,suspension,unattached,mobile,infaunal,34,34,10.9444049632678,10.88559166
102037,Cardiidae,Frigidocardium,thaanumi,(Pilsbry 1921),suspension,unattached,mobile,infaunal,16,16,16.9705627484771,8.25233327
102039,Cardiidae,Frigidocardium,torresi,(E. A. Smith 1885),suspension,unattached,mobile,infaunal,27,27,9.48683298050514,18.48323599
105131,Cardiidae,Frigidocardium,valdentatum,Poutiers 2006,suspension,unattached,mobile,infaunal,82,82,26.8421310629391,7.83533749
101204,Cardiidae,Fulvia,aperta,(Bruguiere 1789),suspension,unattached,mobile,infaunal,3,3,54.4426303552648,27.673133382
101205,Cardiidae,Fulvia,australis,(Sowerby 1834),suspension,unattached,mobile,infaunal,0,0,37.9275625370258,32.627575601
101206,Cardiidae,Fulvia,boholensis,Vidal 1994,suspension,unattached,mobile,infaunal,10,10,35.5977527380592,8.21767959
105367,Cardiidae,Fulvia,colorata,Vidal & Kirkendale 2007,suspension,unattached,mobile,infaunal,34,34,18.6547581061776,12.11485522
111765,Cardiidae,Fulvia,congoensis,von Cosel 1995,suspension,unattached,mobile,infaunal,0,0,48.2700735445887,8.82619833
101207,Cardiidae,Fulvia,dulcis,(Deshayes 1863),suspension,unattached,mobile,infaunal,12,12,14.6969384566991,13.71609799
101208,Cardiidae,Fulvia,fragiformis,Vidal 1994,suspension,unattached,mobile,infaunal,2,2,22.8495076533391,10.54035522
101209,Cardiidae,Fulvia,fragilis,(Forsskal in Niebuhr 1775),suspension,unattached,mobile,infaunal,0,0,83.9940474081348,20.31424225
101216,Cardiidae,Fulvia,hungerfordi,"(Sowerby III, 1901)",suspension,unattached,mobile,infaunal,0,0,21.4788267836025,27.699502244
112640,Cardiidae,Fulvia,kaarei,ter Poorten & Hylleberg 2017,suspension,unattached,mobile,infaunal,6,6,42.6344930777885,6.77272413
100750,Cardiidae,Fulvia,laevigata,(Linnaeus 1758),suspension,unattached,mobile,infaunal,0,0,53.9907399467724,31.894151602
101210,Cardiidae,Fulvia,mutica,(Reeve 1845),suspension,unattached,mobile,infaunal,5,5,97.1776723326917,29.498422962
113046,Cardiidae,Fulvia,n. sp. non aperta,ter Poorten,suspension,unattached,mobile,infaunal,0,0,38.9,8.1321111
101211,Cardiidae,Fulvia,natalensis,(Krauss 1848),suspension,unattached,mobile,infaunal,0,0,42.2137418384109,11.96332727
111912,Cardiidae,Fulvia,nienkeae,ter Poorten 2012,suspension,unattached,mobile,infaunal,9,9,40.8900966005217,17.21471834
101213,Cardiidae,Fulvia,scalata,Vidal 1994,suspension,unattached,mobile,infaunal,10,10,21.1997641496315,13.70307687
105369,Cardiidae,Fulvia,subquadrata,(Vidal & Kirkendale 2007),suspension,unattached,mobile,infaunal,0,0,8.84872872225158,10.8087798
101214,Cardiidae,Fulvia,tenuicostata,(Lamarck 1819),suspension,unattached,mobile,infaunal,1,1,64.113961038139,17.747941233
101219,Cardiidae,Fulvia,undatopicta,(Pilsbry 1904),suspension,unattached,mobile,infaunal,2,2,19.2447395409759,34.40643638
101397,Cardiidae,Goethemia,elegantula,"(""Beck"" Muller 1842)",suspension,unattached,mobile,infaunal,15,15,13.0153755228192,19.17184467
101476,Cardiidae,Hippopus,hippopus,(Linnaeus 1758),non_suspension,attached,immobile,epifaunal,0,0,443.711618058396,18.83936288
101477,Cardiidae,Hippopus,porcellanus,Rosewater 1972,non_suspension,attached,immobile,epifaunal,3,3,407.128972194316,10.65100808
102024,Cardiidae,Keenaea,centifilosum,(Carpenter 1864),suspension,unattached,mobile,infaunal,30,30,23.9791576165636,20.533968328
102025,Cardiidae,Keenaea,samarangae,(Makiyama 1934),suspension,unattached,mobile,infaunal,30,30,29.9866637023861,28.422214465
101536,Cardiidae,Keenocardium,blandum,(Gould 1850),suspension,unattached,mobile,infaunal,20,20,47.9583152331272,17.685202278
101537,Cardiidae,Keenocardium,buelowi,(Rolle 1896),suspension,unattached,mobile,infaunal,10,10,67.7096005009629,29.156362172
101538,Cardiidae,Keenocardium,californiense,(Deshayes 1839),suspension,unattached,mobile,infaunal,2,2,87.198050436922,29.907978008
101546,Cardiidae,Laevicardium,angmagsalikense,Voskuil & Onverwagt 1992,suspension,unattached,mobile,infaunal,7,7,70.6540869306228,19.43923825
100663,Cardiidae,Laevicardium,brasilianum,(Lamarck 1819),suspension,unattached,mobile,infaunal,0,0,34.4963766213207,13.6103454
111903,Cardiidae,Laevicardium,castaneum,Vidal 2005,suspension,unattached,mobile,infaunal,25,25,46.3141447076376,18.00723584
101547,Cardiidae,Laevicardium,clarionense,(Hertlein & Strong 1947),suspension,unattached,mobile,infaunal,20,20,45.2769256906871,16.44182409
101548,Cardiidae,Laevicardium,crassum,(Gmelin 1791),suspension,unattached,mobile,infaunal,2,2,76.0136829787901,26.564935076
112970,Cardiidae,Laevicardium,devians,"(Bucquoy, Dautzenberg & Dollfus 1892)",suspension,unattached,mobile,infaunal,20,20,61.3424812018555,15.188065999
101549,Cardiidae,Laevicardium,elatum,(Sowerby in Broderip & Sowerby 1833),suspension,unattached,mobile,infaunal,0,0,190,17.94966261
101550,Cardiidae,Laevicardium,elenense,(Sowerby II 1840),suspension,unattached,mobile,infaunal,0,0,19.3649167310371,16.44182409
101554,Cardiidae,Laevicardium,mortoni,(Conrad 1831),suspension,unattached,mobile,infaunal,0,0,31.3496411462715,30.207117531
101556,Cardiidae,Laevicardium,oblongum,(Gmelin 1791),suspension,unattached,mobile,infaunal,6,6,82.0045730432151,22.861666644
101557,Cardiidae,Laevicardium,pictum,(Ravenel 1861),suspension,unattached,mobile,infaunal,6,6,29.6715351810451,26.232600762
111665,Cardiidae,Laevicardium,pristis,(Bory de Saint-Vincent 1827),suspension,unattached,mobile,infaunal,4,4,88.552526784954,8.27075202
112074,Cardiidae,Laevicardium,senegalense,(Dautzenberg 1891),suspension,unattached,mobile,infaunal,10,10,43.7835585579793,13.7559305
101552,Cardiidae,Laevicardium,serratum,(Linnaeus 1758),suspension,unattached,mobile,infaunal,0,0,60.8687111741328,19.08009618
101558,Cardiidae,Laevicardium,substriatum,(Conrad 1837),suspension,unattached,mobile,infaunal,0,0,27.342274960215,18.08012746
101559,Cardiidae,Laevicardium,sybariticum,(Dall 1886),suspension,unattached,mobile,infaunal,6,6,19.8355741031108,19.91667863
102026,Cardiidae,Lophocardium,annettae,(Dall 1889),suspension,unattached,mobile,infaunal,0,0,53.2249941286986,17.82958357
102027,Cardiidae,Lophocardium,cumingii,(Broderip in Broderip & Sowerby 1833),suspension,unattached,mobile,infaunal,10,10,48.3323907954076,12.0263478
101200,Cardiidae,Lunulicardia,auricula,(Neibuhr in Forsskal 1775),non_suspension,unattached,mobile,infaunal,1,1,46.7279359698243,16.4720005
101201,Cardiidae,Lunulicardia,hemicardium,(Linnaeus 1758),non_suspension,unattached,mobile,infaunal,0,0,49.0255035670211,13.22500038
113047,Cardiidae,Lunulicardia,n. sp. aff. Auricula,ter Poorten,non_suspension,unattached,mobile,infaunal,1,1,24.512853771032,10.54035522
106388,Cardiidae,Lunulicardia,orlini,Mienis 2009,non_suspension,unattached,mobile,infaunal,2,2,38.9871773792359,8.61518966
101202,Cardiidae,Lunulicardia,retusa,(Linnaeus 1758),non_suspension,unattached,mobile,infaunal,0,0,39.9937495116424,23.662346895
112152,Cardiidae,Lunulicardia,tumorifera,(Lamarck 1819),non_suspension,unattached,mobile,infaunal,0,0,62.7853486093691,10.09675994
101734,Cardiidae,Lyrocardium,aeolicum,(Born 1778),suspension,unattached,mobile,infaunal,10,10,65,10.68034057
101735,Cardiidae,Lyrocardium,anaxium,Oliver & Chesney 1997,suspension,unattached,mobile,infaunal,4,4,68.3888879862803,16.4720005
101736,Cardiidae,Lyrocardium,aurantiacum,(Adams & Reeve 1850),suspension,unattached,mobile,infaunal,5,5,44.6486281984117,14.22000015
101737,Cardiidae,Lyrocardium,lyratum,"(Sowerby II, 1840)",suspension,unattached,mobile,infaunal,3,3,72.1633563520988,29.976666501
102453,Cardiidae,Maoricardium,pseudolatum,Voskuil & Onverwagt 1991,suspension,unattached,mobile,infaunal,0,0,65.665820637528,13.52833334
102454,Cardiidae,Maoricardium,pseudolima,(Lamarck 1819),suspension,unattached,mobile,infaunal,1,1,168.665349138464,11.67454659
102455,Cardiidae,Maoricardium,setosum,(Redfield 1846),suspension,unattached,mobile,infaunal,0,0,81.9587701225439,17.84893174
103390,Cardiidae,Mexicardia,procera,"(Sowerby I, 1833)",suspension,unattached,mobile,infaunal,0,0,111.552678139075,16.96133355
105134,Cardiidae,Microcardium,aequiliratum,Poutiers 1981,suspension,unattached,mobile,infaunal,130,130,25.7390753524675,10.60686728
105136,Cardiidae,Microcardium,gilchristi,"(Sowerby III, 1904)",suspension,unattached,mobile,infaunal,54,54,16.3951212255354,13.24969375
113048,Cardiidae,Microcardium,n. sp. 1,ter Poorten,suspension,unattached,mobile,infaunal,87,87,11.5,4.64875801
113049,Cardiidae,Microcardium,n. sp. 2,ter Poorten,suspension,unattached,mobile,infaunal,140,140,14.7478812037526,2.5732278
106432,Cardiidae,Microcardium,panamense,(Dall 1908),suspension,unattached,mobile,infaunal,30,30,18,17.18226211
102034,Cardiidae,Microcardium,pazianum,(Dall 1916),suspension,unattached,mobile,infaunal,20,20,19,16.17446967
102035,Cardiidae,Microcardium,peramabile,(Dall 1881),suspension,unattached,mobile,infaunal,33,33,20.9499403340439,29.769609118
112994,Cardiidae,Microcardium,pseudocancellatum,ter Poorten 2021,suspension,unattached,mobile,infaunal,150,150,11.689311356962,5.99066112
112993,Cardiidae,Microcardium,pseudonomurai,ter Poorten 2021,suspension,unattached,mobile,infaunal,80,80,22.3776674387658,20.745591367
102036,Cardiidae,Microcardium,sakuraii,(Habe 1961),suspension,unattached,mobile,infaunal,100,100,17.4928556845359,21.928353256
112891,Cardiidae,Microcardium,scabrosum,Poutiers in ter Poorten et al. 2017,suspension,unattached,mobile,infaunal,100,100,12.0490663538716,9.76619067
101192,Cardiidae,Microcardium,tenuilamellosum,Poutiers 1981,suspension,unattached,mobile,infaunal,125,125,12.7984374046209,4.76312762
102038,Cardiidae,Microcardium,tinctum,(Dall 1881),suspension,unattached,mobile,infaunal,13,13,18.9208879284245,17.72206152
112969,Cardiidae,Microcardium,trapezoidale,Poutiers 2006,suspension,unattached,mobile,infaunal,168,168,18.5008107930436,7.71998467
101195,Cardiidae,Microcardium,velatum,ter Poorten & Poutiers  in ter Poorten 2009,suspension,unattached,mobile,infaunal,75,75,16.5,4.89540234
101866,Cardiidae,Microfragum,festivum,(Deshayes 1855),suspension,unattached,mobile,infaunal,0,0,18,22.445833244
105377,Cardiidae,Microfragum,subfestivum,Vidal & Kirkendale 2007,suspension,unattached,mobile,infaunal,6,6,14.6458185158768,13.76134367
111965,Cardiidae,Nemocardium,australojaponicum,ter Poorten 2013,suspension,unattached,mobile,infaunal,10,10,72.9383301152419,19.742718516
102041,Cardiidae,Nemocardium,bechei,(Reeve 1847),suspension,unattached,mobile,infaunal,10,10,66,11.93891355
111967,Cardiidae,Nemocardium,enigmaticum,ter Poorten 2013,suspension,unattached,mobile,infaunal,30,30,63.286649461004,10.25669357
111966,Cardiidae,Nemocardium,fulvum,ter Poorten 2013,suspension,unattached,mobile,infaunal,70,70,79.012024401353,13.52833334
111839,Cardiidae,Nemocardium,probatum,(Iredale 1927),suspension,unattached,mobile,infaunal,36,36,79.4858477969506,13.92500019
102129,Cardiidae,Papillicardium,papillosum,(Poli 1791),suspension,unattached,mobile,infaunal,1,1,24.1350367722943,26.516515127
102172,Cardiidae,Papillicardium,turtoni,(Sowerby III 1894),suspension,unattached,mobile,infaunal,8,8,15.6524758424985,16.20874989
102130,Cardiidae,Papyridea,aspersa,(Sowerby 1833),suspension,unattached,mobile,infaunal,0,0,58.8848877047414,17.82958357
112846,Cardiidae,Papyridea,clenchi,ter Poorten 2019,suspension,unattached,mobile,infaunal,30,30,37.4466286867056,13.7488947
102134,Cardiidae,Papyridea,crockeri,Strong & Hertlein 1937,suspension,unattached,mobile,infaunal,30,30,57.4456264653803,16.03421359
112847,Cardiidae,Papyridea,curvicostata,ter Poorten 2019,suspension,unattached,mobile,infaunal,7,7,56.1248608016091,9.74785622
110595,Cardiidae,Papyridea,hiulca,(Reeve 1845),suspension,unattached,mobile,infaunal,0,0,59.1607978309962,13.10606791
105428,Cardiidae,Papyridea,lata,(Born 1778),suspension,unattached,mobile,infaunal,4,4,39.9749921826134,19.08009618
102137,Cardiidae,Papyridea,semisulcata,(Gray 1825),suspension,unattached,mobile,infaunal,0,0,14.6969384566991,16.83244032
102138,Cardiidae,Papyridea,soleniformis,(Bruguiere 1789),suspension,unattached,mobile,infaunal,0.3,0.3,54.2756851638006,19.91667863
105130,Cardiidae,Parvicardium,carrozzai,van Aartsen & Goud 2001,suspension,unattached,mobile,infaunal,29,29,10,22.861666644
102164,Cardiidae,Parvicardium,exiguum,(Gmelin 1791),suspension,unattached,mobile,infaunal,0,0,19.0787840283389,30.547952356
112887,Cardiidae,Parvicardium,hauniense,(Petersen & Russell 1971),suspension,unattached,mobile,infaunal,0,0,8.09938269252663,19.595869537
102165,Cardiidae,Parvicardium,minimum,(Philippi 1836),suspension,unattached,mobile,infaunal,4,4,12,30.547952356
102167,Cardiidae,Parvicardium,pinnulatum,(Conrad 1831),suspension,unattached,mobile,infaunal,1,1,17.4441967427566,30.272270659
102169,Cardiidae,Parvicardium,scabrum,(Philippi 1844),suspension,unattached,mobile,infaunal,1,1,17.4928556845359,30.547952356
102170,Cardiidae,Parvicardium,scriptum,"(Bucquoy, Dautzenberg & Dollfus 1892)",suspension,unattached,mobile,infaunal,1,1,10.7888831674089,22.861666644
105141,Cardiidae,Parvicardium,trapezium,Cecalupo & Quadri 1996,suspension,unattached,mobile,infaunal,1.5,1.5,3.13049516849971,14.105577
102173,Cardiidae,Parvicardium,vroomi,van Aartsen et al. 1984,suspension,unattached,mobile,infaunal,3,3,4.89897948556636,8.17116163
103424,Cardiidae,Persikima,derasa,(Roeding 1798),non_suspension,unattached,immobile,epifaunal,1.6,1.6,468.533349933599,14.35022024
103391,Cardiidae,Phlogocardia,belcheri,(Broderip & Sowerby I 1829),suspension,unattached,mobile,infaunal,14,14,51.8297212031861,16.17446967
112880,Cardiidae,Pratulum,occidentale,Poutiers in ter Poorten et al. 2017,suspension,unattached,mobile,infaunal,20,20,12.0498962651137,13.02853361
102042,Cardiidae,Pratulum,pulchellum,(Gray 1843),suspension,unattached,mobile,infaunal,18,18,27.459060435492,14.513740292
102043,Cardiidae,Pratulum,thetidis,(Hedley 1902),suspension,unattached,mobile,infaunal,8,8,17.4413302244984,18.105999963
100588,Cardiidae,Procardium,indicum,(Lamarck 1819),suspension,unattached,mobile,infaunal,20,20,105.290075505719,22.861666644
105372,Cardiidae,Pseudofulvia,arago,Vidal & Kirkendale 2007,suspension,unattached,mobile,infaunal,100,100,25.0818659592942,4.44628776
105371,Cardiidae,Pseudofulvia,caledonica,Vidal & Kirkendale 2007,suspension,unattached,mobile,infaunal,3,3,12.7334205930692,23.38757563
101217,Cardiidae,Pseudofulvia,lineonotata,(Vidal 1994),suspension,unattached,mobile,infaunal,4,4,15.3720525630119,17.31007525
101553,Cardiidae,Pseudofulvia,lobulatum,(Deshayes 1855),suspension,unattached,mobile,infaunal,2,2,32.9393381840012,15.15610201
102693,Cardiidae,Serripes,groenlandicus,(Mohr 1786),suspension,unattached,mobile,infaunal,1,1,120.124934963562,28.97249998
102694,Cardiidae,Serripes,laperousii,(Deshayes 1839),suspension,unattached,mobile,infaunal,2,2,131.635861375235,27.441866378
103392,Cardiidae,Trachycardium,consors,(Sowerby 1833),suspension,unattached,mobile,infaunal,0,0,85.7183177623079,16.65583349
103393,Cardiidae,Trachycardium,egmontianum,(Shuttleworth 1856),suspension,unattached,mobile,infaunal,0,0,87.5184551966041,19.43923825
103394,Cardiidae,Trachycardium,isocardia,(Linnaeus 1758),suspension,unattached,mobile,infaunal,1,1,100.26464980241,17.72206152
103426,Cardiidae,Tridacna,gigas,(Linnaeus 1758),non_suspension,attached,immobile,epifaunal,3,3,1067.63289570901,18.83936288
111669,Cardiidae,Tridacna,mbalavuana,Ladd 1934,non_suspension,attached,immobile,epifaunal,14,14,421.034440396507,6.40745448
106013,Cardiidae,Trifaricardium,morrisoni,ter Poorten & Huber 2007,suspension,unattached,mobile,infaunal,154,154,11.7995762635783,4.74090913
102045,Cardiidae,Trifaricardium,nomurai,Kuroda & Habe 1951,suspension,unattached,mobile,infaunal,50,50,22.3776674387658,20.604193557
103428,Cardiidae,Trigoniocardia,antillarum,(d'Orbigny 1853),suspension,unattached,mobile,epifaunal,5,5,12.8996123972777,10.5928948
103429,Cardiidae,Trigoniocardia,granifera,"	(Broderip & Sowerby I 1829)",suspension,unattached,mobile,epifaunal,0,0,17.4928556845359,16.65583349
103465,Cardiidae,Vasticardium,angulatum,(Lamarck 1819),suspension,unattached,mobile,infaunal,0,0,102.364544643153,16.80157899
103466,Cardiidae,Vasticardium,assimile,(Reeve 1844),suspension,unattached,mobile,infaunal,1,1,63.7385283796229,18.24122648
112149,Cardiidae,Vasticardium,berschaueri,Thach 2014,suspension,unattached,mobile,infaunal,1,1,104.815838497815,13.23210396
111959,Cardiidae,Vasticardium,compunctum,Kira 1959,suspension,unattached,mobile,infaunal,2,2,52.0076917388188,12.07712284
112024,Cardiidae,Vasticardium,coralense,(Vidal 1993),suspension,unattached,mobile,infaunal,0,0,97.1339281610705,5.34911119
105085,Cardiidae,Vasticardium,dupuchense,(Reeve 1845),suspension,unattached,mobile,infaunal,0,0,66.62131790951,10.44277816
103467,Cardiidae,Vasticardium,elongatum elongatum,(Bruguiere 1789),suspension,unattached,mobile,infaunal,9,9,127.008661121988,10.8087798
105151,Cardiidae,Vasticardium,enode,(Sowerby II 1840),suspension,unattached,mobile,infaunal,0,0,128.2084240602,10.54035522
102031,Cardiidae,Vasticardium,fidele,(Vidal 1992),suspension,unattached,mobile,infaunal,15,15,65.9151727601468,8.22297879
103469,Cardiidae,Vasticardium,flavum,(Linnaeus 1758),suspension,unattached,mobile,infaunal,2,2,69.9356847396235,10.97763304
111497,Cardiidae,Vasticardium,fultoni,"(Sowerby III, 1916)",suspension,unattached,mobile,infaunal,0,0,37.6570046604878,10.56673169
111762,Cardiidae,Vasticardium,hawaiiensis,"(Dall, Bartsch & Rehder 1938)",suspension,unattached,mobile,infaunal,0,0,81.7498623852053,3.59198342
112104,Cardiidae,Vasticardium,hyllebergi,Thach 2014,suspension,unattached,mobile,infaunal,1,1,78.9138771066281,5.61027768
112025,Cardiidae,Vasticardium,indioceanum,(Vidal 1993),suspension,unattached,mobile,infaunal,0,0,95.0115782418122,10.1888309
111760,Cardiidae,Vasticardium,insulare,Vidal 1997,suspension,unattached,mobile,infaunal,2,2,88.6160256387071,9.77548922
103470,Cardiidae,Vasticardium,lacunosum,(Reeve 1845),suspension,unattached,mobile,infaunal,0,0,54.8452368032084,20.27306019
103471,Cardiidae,Vasticardium,luteomarginatum,(Voskuil & Onvervagt 1991),suspension,unattached,mobile,infaunal,15,15,88.034084308295,8.73389537
111761,Cardiidae,Vasticardium,marerubrum,(Voskuil & Onverwagt 1991),suspension,unattached,mobile,infaunal,1,1,84.0642611339682,11.96375041
111488,Cardiidae,Vasticardium,mendanaense,(Sowerby III 1897),suspension,unattached,mobile,infaunal,10,10,59.7385972383015,1.28599076
101218,Cardiidae,Vasticardium,mindanense,(Reeve 1844),suspension,unattached,mobile,infaunal,5,5,48.9101216518626,11.53950021
113042,Cardiidae,Vasticardium,neokenyanum,Hylleberg 2015,suspension,unattached,mobile,infaunal,5,5,76.9207384259928,7.22786793
112445,Cardiidae,Vasticardium,ngai,Thach 2016,suspension,unattached,mobile,infaunal,15,15,41.3804301572615,11.42761724
112026,Cardiidae,Vasticardium,okinawaense,(Kuroda 1960),suspension,unattached,mobile,infaunal,0,0,108.337435819757,19.993833527
103472,Cardiidae,Vasticardium,orbita,(Broderip & Sowerby 1833),suspension,unattached,mobile,infaunal,8,8,108.627804912002,7.97792924
103474,Cardiidae,Vasticardium,papuanum,Vidal 1996,suspension,unattached,mobile,infaunal,5,5,100.214769370587,11.78905509
103475,Cardiidae,Vasticardium,pectiniforme,(Born 1780),suspension,unattached,mobile,infaunal,0,0,70.4471433061696,23.38757563
100840,Cardiidae,Vasticardium,philippinense,(Hedley 1899),suspension,unattached,mobile,infaunal,5,5,106.130108828739,18.83936288
103476,Cardiidae,Vasticardium,rhegminum,(Oliver & Chesney 1997),suspension,unattached,mobile,infaunal,0,0,54.5724289362312,8.59017381
103477,Cardiidae,Vasticardium,rubicundum,(Reeve 1845),suspension,unattached,mobile,infaunal,2,2,56.0107132609468,10.86587304
112881,Cardiidae,Vasticardium,serricostatum,"(Melvill &
Standen 1899)",suspension,unattached,mobile,infaunal,5,5,76.2627038597505,7.48066126
103478,Cardiidae,Vasticardium,sewelli,(Prashad 1932),suspension,unattached,mobile,infaunal,10,10,64.4173889567095,11.64120938
105154,Cardiidae,Vasticardium,subrugosum,(Sowerby 1839),suspension,unattached,mobile,infaunal,0,0,69.0912440183269,27.097778372
113040,Cardiidae,Vasticardium,terpoorteni,Hylleberg 2015,suspension,unattached,mobile,infaunal,3,3,61.9063809312093,5.9476191
103479,Cardiidae,Vasticardium,thomassini,Vidal 1998,suspension,unattached,mobile,infaunal,12,12,32.5345969699949,9.77548922
103480,Cardiidae,Vasticardium,vertebratum,(Jonas 1844),suspension,unattached,mobile,infaunal,8,8,88.3566635857194,18.92333346
111486,Cardiidae,Vasticardium,wilsoni,(Voskuil & Onverwagt 1991),suspension,unattached,mobile,infaunal,0,0,93.9255023941847,11.66106073
103515,Cardiidae,Vepricardium,asiaticum,(Bruguiere 1789),suspension,unattached,mobile,infaunal,5,5,57.8968911082452,19.90297842
103516,Cardiidae,Vepricardium,burnupi,(Sowerby III 1897),suspension,unattached,mobile,infaunal,30,30,46.9359137548211,13.24969375
103517,Cardiidae,Vepricardium,coronatum,(Schroeter 1786),suspension,unattached,mobile,infaunal,0,0,46.9382573174591,19.62972707
103518,Cardiidae,Vepricardium,incarnatum,(Reeve 1844),suspension,unattached,mobile,infaunal,2,2,63.2455532033676,7.88372666
103519,Cardiidae,Vepricardium,multispinosum,"(Sowerby II, 1839)",suspension,unattached,mobile,infaunal,10,10,77.4596669241483,16.83583347
103520,Cardiidae,Vepricardium,rubrohamatum,Voskuil & Onverwagt 1988,suspension,unattached,mobile,infaunal,18,18,53.6488583289524,6.50235705
103521,Cardiidae,Vepricardium,sinense,"(Sowerby II, 1839)",suspension,unattached,mobile,infaunal,3,3,54.799635035281,19.73384628
105115,Cardiidae,Vepricardium,vidali,Ter Poorten & Dekker 2002,suspension,unattached,mobile,infaunal,NA,NA,54.6985374575957,11.05890882
102695,Cardiidae,Yagudinella,notabilis,"(Sowerby III, 1915)",suspension,unattached,mobile,infaunal,50,50,93.8765146349181,28.341534072
111873,Carditidae,Akardita,monodi,(Nickles 1953),suspension,unattached,mobile,infaunal,50,50,17.8009831189179,8.79294061
100594,Carditidae,Arcturellina,abyssicola,(Hinds 1843),suspension,unattached,mobile,infaunal,183,183,18.4390889145858,11.53950021
112717,Carditidae,Arcturellina,confrerta,(E.A. Smith 1906),suspension,unattached,mobile,infaunal,75,75,22.6246546934975,3.6768316
112716,Carditidae,Arcturellina,elegantula,(Deshayes 1854),suspension,unattached,mobile,infaunal,40,40,13.4476763792114,7.24372118
110770,Carditidae,Arcturellina,pelseneeri,(Prashad 1932),suspension,unattached,mobile,infaunal,73,73,14.247806848775,7.88558495
111817,Carditidae,Arcturellina,pulcherrima,(Sowerby III 1904),suspension,unattached,mobile,infaunal,70,70,11,7.72632459
100425,Carditidae,Austrocardiella,isosceles,(Cotton 1930),suspension,unattached,mobile,infaunal,52,52,1.03295692068934,10.03532302
100429,Carditidae,Austrocardiella,pouli,Middelfart 2002,suspension,unattached,mobile,infaunal,40,40,0.931987124374581,7.68769213
100739,Carditidae,Austrocardiella,trifoliata,(Hedley 1906),suspension,unattached,mobile,infaunal,4,4,1.37237021244269,18.976903573
100416,Carditidae,Bathycardita,raouli,(Angas 1872),suspension,unattached,mobile,infaunal,73,73,35.4400902933387,11.995567828
100417,Carditidae,Beguina,gubernaculum,(Reeve 1843),suspension,attached,immobile,epifaunal,0,0,27.1108834234519,20.31424225
100419,Carditidae,Beguina,semiorbiculata,(Linnaeus 1758),suspension,attached,immobile,epifaunal,3,3,78.6765530510838,18.05192038
110672,Carditidae,Benthocardiella,burtonae,Middelfart 2002,suspension,unattached,mobile,infaunal,3,3,1.42,10.66277058
110673,Carditidae,Benthocardiella,darwinensis,Middelfart 2002,suspension,unattached,mobile,infaunal,NA,5,1.12178429299041,6.29661194
113051,Carditidae,Benthocardiella,finisterra,Güller & Zelaya 2022,suspension,unattached,mobile,infaunal,2,2,1.17473401244707,3.962370195
100424,Carditidae,Benthocardiella,hamatadens,Powell 1930,suspension,unattached,mobile,infaunal,11,11,0.899944442729661,12.106406823
112898,Carditidae,Benthocardiella,io,(Bartsch 1915),suspension,unattached,mobile,infaunal,NA,5,2.4454038521275,4.86632922
113050,Carditidae,Benthocardiella,ituartei,Güller & Zelaya 2022,suspension,unattached,mobile,infaunal,30,30,0.614979674460872,6.140170145
111939,Carditidae,Benthocardiella,obliquata chathamensis,Powell 1933,suspension,unattached,mobile,infaunal,11,11,1.01734949746879,5.33983609
100426,Carditidae,Benthocardiella,obliquata obliquata,Powell 1930,suspension,unattached,mobile,infaunal,11,11,0.920869154657707,12.106406823
100427,Carditidae,Benthocardiella,orbicula,Powell 1930,suspension,unattached,mobile,infaunal,11,11,1.04995237987253,12.106406823
100428,Carditidae,Benthocardiella,pusilla,Powell 1930,suspension,unattached,mobile,infaunal,18,18,0.8,12.106406823
106403,Carditidae,Benthocardiella,rakiura,Powell 1939,suspension,unattached,mobile,infaunal,NA,NA,1.17473401244707,3.01839692
111940,Carditidae,Benthocardiella,striatula,Powell 1931,suspension,unattached,mobile,infaunal,155,155,0.549909083394701,4.29887698
100507,Carditidae,Cardiocardita,ajar,(Bruguière 1792),suspension,unattached,mobile,infaunal,1,1,37.9473319220206,12.43967933
100509,Carditidae,Cardiocardita,gabonensis,von Cosel 1995,suspension,unattached,mobile,infaunal,2,2,24.7943541960665,9.44298247
100510,Carditidae,Cardiocardita,lacunosa,(Reeve 1843),suspension,unattached,mobile,infaunal,11,11,19.9749843554382,13.19842904
100511,Carditidae,Cardiocardita,obesa,von Cosel 1995,suspension,unattached,mobile,infaunal,18,18,23.6926148831234,8.3112495
100576,Carditidae,Cardiocardita,tankervillii,(Wood 1828),suspension,unattached,mobile,infaunal,2,2,56.4800849857718,11.5963716
